ville;nom;url;desc
New York;Dyckman Farmhouse Museum;https://en.wikipedia.org/wiki/Dyckman_House;The Dyckman House, now the Dyckman Farmhouse Museum, is the oldest remaining farmhouse on Manhattan island, a reminder of New York City's rural past. The Dutch Colonial-style farmhouse was built by William Dyckman, c.1785,[3] and was originally part of over 250 acres (100 ha) of farmland owned by the family.[4] It is now located in a small park at the corner of Broadway and 204th Street in the Inwood neighborhood of the city.[2]
New York;Edgar Allan Poe Cottage;https://en.wikipedia.org/wiki/Edgar_Allan_Poe_Cottage;
New York;El Museo del Barrio;https://en.wikipedia.org/wiki/El_Museo_del_Barrio;El Museo del Barrio, often known simply as El Museo (the museum) is a museum located towards the northern end in the neighborhood of Museum Mile, immediately north of the Museum of the City of New York and south of the future Museum for African Art. Founded in 1969, El Museo specializes in Latin American and Caribbean art, with an emphasis on works from Puerto Rico and the Puerto Rican community in New York City.
New York;Ellis Island Museum;https://en.wikipedia.org/wiki/Ellis_Island;Ellis Island, in Upper New York Bay, was the gateway for over 12 million immigrants to the U.S. as the United States' busiest immigrant inspection station for over 60 years[8] from 1892 until 1954. Ellis Island was opened January 1, 1892. The island was greatly expanded with land reclamation between 1892 and 1934. Before that, the much smaller original island was the site of Fort Gibson and later a naval magazine. The island was made part of the Statue of Liberty National Monument in 1965 and has hosted a museum of immigration since 1990.
New York;Eyebeam Art and Technology Center;https://en.wikipedia.org/wiki/Eyebeam_Art_and_Technology_Center;Coordinates: 40°44′49.58″N 74°0′25.64″W
New York;Federal Hall National Memorial;https://en.wikipedia.org/wiki/Federal_Hall;Federal Hall is the name given to the first of two historic buildings located at 26 Wall Street, New York City. The original, a Greek Revival structure completed in 1703, served as New York's first City Hall. It was the site where the colonial Stamp Act Congress met to draft its message to King George III claiming entitlement to the same rights as the residents of Britain and protesting "taxation without representation". After the American Revolution, it served as meeting place for the Congress of the Confederation held under the Articles of Confederation.
New York;FDNY Fire Zone;https://en.wikipedia.org/w/index.php?title=FDNY_Fire_Zone&action=edit&redlink=1;Other reasons this message may be displayed:
New York;Filipino American Museum;https://en.wikipedia.org/wiki/Filipino_American_Museum;The Filipino American Museum (abbreviated FAM) is a roving museum in New York City that features programming related to Filipino American arts, music and culture.[1]
New York;Fisher Landau Center;https://en.wikipedia.org/wiki/Fisher_Landau_Center;The Fisher Landau Center for Art is a private foundation located in Long Island City, in Queens, New York City, United States. It offered regular exhibitions of contemporary art, open to the public from 12 to 5pm, Thursdays through Mondays, until it closed to the public in November 2017.[1]
New York;Fordham Museum of Greek, Etruscan and Roman Art;https://en.wikipedia.org/wiki/Fordham_Museum_of_Greek,_Etruscan_and_Roman_Art;The William D. Walsh Family Library is a library located at Fordham University's Rose Hill Campus in the Bronx, New York City. In its 2004 edition of The Best 351 Colleges, the Princeton Review ranked Fordham’s William D. Walsh Family Library fifth in the country, ahead of Yale, Harvard, and Columbia.[1]
New York;Fort Totten;https://en.wikipedia.org/wiki/Fort_Totten,_New_York;Coordinates: 40°47′31.3″N 73°46′33.9″W
New York;Fort Wadsworth;https://en.wikipedia.org/wiki/Fort_Wadsworth;Fort Wadsworth is a former United States military installation on Staten Island in New York City, situated on The Narrows which divide New York Bay into Upper and Lower halves, a natural point for defense of the Upper Bay and Manhattan beyond. Prior to closing in 1994 it claimed to be the longest continually garrisoned military installation in the United States. Divided into several smaller units, including Fort Tompkins and Fort Richmond, its present name was adopted in 1865 to honor Brigadier General James Wadsworth, who had been killed in the Battle of the Wilderness during the Civil War. Fort Wadsworth is now part of the Staten Island Unit of Gateway National Recreation Area, maintained by the National Park Service.
New York;Fraunces Tavern;https://en.wikipedia.org/wiki/Fraunces_Tavern;
New York;Frick Collection;https://en.wikipedia.org/wiki/Frick_Collection;The Frick Collection is an art museum located in the Henry Clay Frick House on the Upper East Side in Manhattan, New York City at 1 East 70th Street, at the northeast corner with Fifth Avenue. It houses the collection of industrialist Henry Clay Frick (1849–1919).
New York;Front Room Gallery;https://en.wikipedia.org/wiki/Front_Room_Gallery;The Front Room Gallery is a contemporary art gallery located at 48 Hester Street in New York, NY.[1] The directors are Daniel Aycock and Kathleen Vance.
New York;FusionArts Museum;https://en.wikipedia.org/wiki/FusionArts_Museum;FusionArts Museum(s), first founded at 57 Stanton Street on Manhattan's Lower East Side are a series of curated exhibition spaces dedicated to the exhibition and archiving of "fusion art". The museum was and remains at its successive locations a not-for-profit gallery operated by Converging Arts Media Organization, a not-for-profit arts organization whicj promotes emerging American and international fusion artists. Though the initial space in Manhattan was converted into a commercial art gallery in 2012[1] and is currently not operating as a Fusionarts museum other spaces in Prague, Czech, Republic and Easton, Pennsylvania are.
New York;Gallery Korea;https://en.wikipedia.org/wiki/New_York_Korean_Center;The Korean Cultural Center New York (KCCNY) (Korean: 뉴욕한국문화원), a branch of the Ministry of Culture, Sports, and Tourism of the Republic of South Korea, is a government institution supported by the Korean Consulate General. Inaugurated in December 1979, KCCNY works to establish and promote Korean culture and aesthetics in New York through diverse cultural and artistic activities including gallery exhibitions, performing arts concerts, film festivals, and educational programs. The current director is Seung Je Oh.
New York;Garibaldi-Meucci Museum;https://en.wikipedia.org/wiki/Garibaldi-Meucci_Museum;The Garibaldi-Meucci Museum, formerly known as the Garibaldi Memorial, is a circa 1840 Gothic Revival cottage in the Rosebank section of Staten Island, New York. It was home to inventor and candle maker Antonio Meucci (1808–1889).[2] The Italian revolutionary and political leader Giuseppe Garibaldi (1807–1882) lived there from 1851 to 1853.
New York;George Gustav Heye Center;https://en.wikipedia.org/wiki/George_Gustav_Heye_Center;The George Gustav Heye Center is a branch of the National Museum of the American Indian in Manhattan, New York City.[1] The museum is part of the Smithsonian Institution. The Center features contemporary and historical exhibits of art and artifacts by and about Native Americans.
New York;General Grant National Memorial;https://en.wikipedia.org/wiki/General_Grant_National_Memorial;American Civil War
New York;Girl Scout Museum;https://en.wikipedia.org/wiki/Girl_Scout_Museum;The Girl Scout Museum and Archives is part of the Girl Scout National Historic Preservation Center at the Girl Scouts headquarters located at 420 Fifth Avenue in New York City. It was founded in 1987 to promote and preserve scouting history and its collection dates back to 1912 when the Girl Scouts were founded. The museum holds more than 60,000 photos, 7,000 publications, 650 uniforms and an a/v collection dating back to 1918.
New York;Godwin-Ternbach Museum;https://en.wikipedia.org/wiki/Godwin-Ternbach_Museum;Queens College (QC) is one of the four-year colleges in the City University of New York system. Its 80-acre campus is located technically in the neighborhood of Flushing, Queens, with a student body that represents over 170 countries. Queens College is consistently ranked among the leading institutions in the nation for the quality of its faculty and academic programs, the achievement of its students, and its affordability.
New York;Governors Island National Monument;https://en.wikipedia.org/wiki/Governors_Island_National_Monument;
New York;Gracie Mansion;https://en.wikipedia.org/wiki/Gracie_Mansion;Archibald Gracie Mansion (commonly called Gracie Mansion) is the official residence of the Mayor of the City of New York.[2] Built in 1799, it is located in Carl Schurz Park, at East End Avenue and 88th Street in the Yorkville neighborhood of Manhattan. The mansion overlooks Hell Gate channel in the East River.[3]
New York;Greater Astoria Historical Society;https://en.wikipedia.org/wiki/Greater_Astoria_Historical_Society;
New York;Green-Wood Cemetery;https://en.wikipedia.org/wiki/Green-Wood_Cemetery;
New York;Grey Art Gallery;https://en.wikipedia.org/wiki/Grey_Art_Gallery;The Grey Art Gallery is New York University’s fine art museum, located on historic Washington Square Park, in New York City’s Greenwich Village. As a university art museum, the Grey Art Gallery functions to collect, preserve, study, document, interpret, and exhibit the evidence of human culture. While these goals are common to all museums, the Grey distinguishes itself by emphasizing art’s historical, cultural, and social contexts, with experimentation and interpretation as integral parts of programmatic planning. Thus, in addition to being a place to view the objects of material culture, the Gallery serves as a museum-laboratory in which a broader view of an object’s environment enriches our understanding of its contribution to civilization.
New York;Grolier Club;https://en.wikipedia.org/wiki/Grolier_Club;The Grolier Club is a private club and society of bibliophiles in New York City. Founded in January 1884, it is the oldest existing bibliophilic club in North America. The club is named after Jean Grolier de Servières, Viscount d'Aguisy, Treasurer General of France, whose library was famous: his motto, "Io. Grolierii et amicorum" [of or belonging to Jean Grolier and his friends], suggested his generosity in sharing books.[1] The Club's stated objective is "the literary study of the arts pertaining to the production of books, including the occasional publication of books designed to illustrate, promote and encourage these arts: and the acquisition, furnishing and maintenance of a suitable club building for the safekeeping of its property, wherein meetings, lectures and exhibitions shall take place from time to time ..."[2]
New York;Ground Zero Museum Workshop;https://en.wikipedia.org/w/index.php?title=Ground_Zero_Museum_Workshop&action=edit&redlink=1;Other reasons this message may be displayed:
New York;Guggenheim Museum;https://en.wikipedia.org/wiki/Solomon_R._Guggenheim_Museum;The Solomon R. Guggenheim Museum, often referred to as The Guggenheim, is an art museum located at 1071 Fifth Avenue on the corner of East 89th Street in the Upper East Side neighborhood of Manhattan, New York City. It is the permanent home of a continuously expanding collection of Impressionist, Post-Impressionist, early Modern and contemporary art and also features special exhibitions throughout the year. The museum was established by the Solomon R. Guggenheim Foundation in 1939 as the Museum of Non-Objective Painting, under the guidance of its first director, the artist Hilla von Rebay. It adopted its current name after the death of its founder, Solomon R. Guggenheim, in 1952.
New York;Hall of Fame for Great Americans;https://en.wikipedia.org/wiki/Hall_of_Fame_for_Great_Americans;The Hall of Fame for Great Americans is an outdoor sculpture gallery located on the grounds of Bronx Community College in the Bronx, New York City. It is the first such hall of fame in the United States. Completed in 1900 as part of the University Heights campus of New York University,[2] the 630-foot (192 m) stone colonnade half-encircles the university library and houses 98 bronze portrait busts of a number of prominent Americans.[3] Designed by architect Stanford White (who also designed the library), the Beaux Arts structure was donated by Helen Gould, and was formally dedicated on May 30, 1901.[4] New York University (under severe financial distress) was forced to sell the campus in 1973 to the City University of New York and it became Bronx Community College.[5] Though the Hall's renown has itself faded, its architecture remains, and it stands as a secular national shrine not just to great men and women, but to Roman ideals of fame favored at the beginning of the 20th century.[6]
New York;Hamilton Grange National Memorial;https://en.wikipedia.org/wiki/Hamilton_Grange_National_Memorial;
New York;Harbor Defense Museum;https://en.wikipedia.org/wiki/Harbor_Defense_Museum;The Harbor Defense Museum, sometimes called The Caponier, located within the grounds of Fort Hamilton in the Bay Ridge section of Brooklyn is a 19th-century fort, New York City's only military museum and one of only seventy military museums in the United States that is funded and operated by the Defense Department.[1]
New York;Hebrew Union College-Jewish Institute of Religion Museum;https://en.wikipedia.org/wiki/Hebrew_Union_College-Jewish_Institute_of_Religion_Museum;The Hebrew Union College-Jewish Institute of Religion (also known as HUC, HUC-JIR, and The College-Institute) is a Jewish seminary with several locations in the United States and one location in Jerusalem. It is the oldest extant Jewish seminary in the Americas[1] and the main seminary for training rabbis, cantors, educators and communal workers in Reform Judaism. HUC-JIR has campuses in Cincinnati, Ohio, New York City, Los Angeles, California and Jerusalem. The Jerusalem campus is the only seminary in Israel for training Reform Jewish clergy.
New York;Hispanic Society of America;https://en.wikipedia.org/wiki/Hispanic_Society_of_America;The Hispanic Society of America is a museum and reference library for the study of the arts and cultures of Spain and Portugal and their former colonies in Latin America, the Philippines and Portuguese India. (Despite the name and the founder's intention, it has never functioned as a learned association.) Founded in 1904 by Archer M. Huntington, the institution remains at its original location in a 1908 Beaux Arts building on Audubon Terrace (at 155th Street and Broadway) in the lower Washington Heights neighborhood of New York City in the United States.[1] A second building, on the north side of the terrace, was added in 1930. Exterior sculpture in front of that building includes work by Anna Hyatt Huntington and nine major reliefs by the Swiss-American sculptor Berthold Nebel, a commission that took ten years to complete. The Hispanic Society complex was designated a National Historic Landmark in 2012.
New York;Historic Richmond Town;https://en.wikipedia.org/wiki/Historic_Richmond_Town;Historic Richmond Town is an authentic town and farm museum complex in the neighborhood of Richmondtown, Staten Island, in New York City. It is located near the geographical center of the island, at the junction of Richmond Road and Arthur Kill Road.[2] Staten Island Historical Society and Historic Richmond Town are two different names for the same organization, reflecting its long history and evolution.
